source,segment,feature,column_name,hypothesis_tested,outliers_removed,mc_iterations,significant_ttest (mean_p<0.05),roc_positive_class_for_metrics,n_ACM_initial,n_healthy_initial,p_value_mean,p_value_ui_lower,p_value_ui_upper,t_stat_mean,t_stat_ui_lower,t_stat_ui_upper,threshold_mean,threshold_ui_lower,threshold_ui_upper,sensitivity_mean,sensitivity_ui_lower,sensitivity_ui_upper,specificity_mean,specificity_ui_lower,specificity_ui_upper,f1_score_mean,f1_score_ui_lower,f1_score_ui_upper,auc_mean,auc_ui_lower,auc_ui_upper
aggregated_TopLeft_xy,T,Area_Net,t_Area_Net,not_equal,False,5000,False,Healthy,8,12,0.0853383172716827,0.023954420493494135,0.17015612483864434,1.9230492976039124,1.4561188264030132,2.544757187972785,16.083879588525022,4.3433591310309305,23.167867906987833,0.6094333333333334,0.4166666666666667,0.9166666666666666,0.8954,0.5,1.0,0.7180474535490086,0.5882352941176471,0.8461538461538461,0.73203125,0.6354166666666667,0.8229166666666666
aggregated_TopLeft_xy,T,Area_Hull,t_Area_Hull,not_equal,False,5000,False,Healthy,8,12,0.054416009761223905,0.015515429553145598,0.11105155206879506,2.1787521547329067,1.712360069115334,2.7741370568310892,32.50546085856355,20.7125977597542,41.00781843359701,0.63405,0.5,0.75,0.9566,0.75,1.0,0.7608702167643356,0.6666666666666666,0.8181818181818182,0.776275,0.7083333333333334,0.8333333333333333
aggregated_TopLeft_xy,T,Solidity,t_Solidity,data1_greater,False,5000,False,Healthy,8,12,0.6607086429058838,0.28111299201799433,0.950142065835101,-0.49828530044260977,-1.7603391904404342,0.5978115485085553,inf,0.2320665744687444,,0.5954,0.0,1.0,0.56915,0.125,1.0,0.5753556270552211,0.0,0.8148148148148148,0.4452708333333334,0.2914062500000011,0.6041666666666666
aggregated_TopLeft_xy,T,Distance,t_Distance,not_equal,False,5000,True,Healthy,8,12,0.03646175192255347,0.003315859900332056,0.14100939525390377,2.4827065168897673,1.5399414296222944,3.459786063430813,11.259528069137161,8.656900238934082,16.05992035515579,0.7273333333333333,0.4166666666666667,0.9166666666666666,0.871525,0.625,1.0,0.7953414282217087,0.5882352941176471,0.9166666666666666,0.7872708333333334,0.6770833333333334,0.8958333333333333
aggregated_TopLeft_xy,T,Compact,t_Compact,not_equal,False,5000,False,Healthy,8,12,0.19475045080036793,0.03790180420931669,0.547425472999322,1.457420004956075,0.613300551426403,2.2501299357364717,0.18187621321145553,0.10941473690558644,0.3249014870246284,0.61575,0.25,0.9166666666666666,0.8039666666666666,0.5,1.0,0.6930150907571112,0.4,0.8333333333333334,0.6580791666666667,0.5208333333333333,0.78125
aggregated_TopLeft_xy,T,Angle,t_Angle,not_equal,False,5000,False,Healthy,8,12,0.4219865050349149,0.10354109639390766,0.9185116477936452,0.8938577383132112,0.0664053172336441,1.721968571565829,85.8224887721596,-7.314556825582986,123.72444990631777,0.5171166666666667,0.3333333333333333,0.6666666666666666,0.8578916666666666,0.625,1.0,0.6353452480696781,0.5,0.7275119617224846,0.61144375,0.5104166666666667,0.6979166666666666
aggregated_TopLeft_xy,QRS,Area_Net,qrs_Area_Net,not_equal,False,5000,False,Healthy,8,12,0.2678792933374577,0.1430509842809224,0.43604627437085236,1.170881643167162,0.7985455148023558,1.5533963744478505,46.379764887882935,25.098975257268883,63.81569426645981,0.8557166666666668,0.6666666666666666,0.9166666666666666,0.6308,0.5,0.75,0.8131405243456185,0.7272727272727273,0.88,0.6741895833333333,0.6041666666666667,0.7604166666666666
aggregated_TopLeft_xy,QRS,Area_Hull,qrs_Area_Hull,not_equal,False,5000,False,Healthy,8,12,0.24789180285840912,0.11492040281917233,0.42801199308584537,1.2270172592241957,0.8125732249836947,1.669239823542387,67.12795849187648,49.10250307389204,104.25413617785183,0.8623,0.6666666666666666,0.9166666666666666,0.6449,0.5,0.875,0.8200478308124126,0.7,0.88,0.6764979166666666,0.59375,0.7708333333333333
aggregated_TopLeft_xy,QRS,Solidity,qrs_Solidity,not_equal,False,5000,False,Healthy,8,12,0.4658388743630123,0.098843260613298,0.954370800914323,0.7981167966086387,-0.26337769441981124,1.783099743403354,0.7139402470262515,0.4562091999204755,0.9785647106840492,0.6747333333333334,0.25,1.0,0.678725,0.25,1.0,0.6943828958833997,0.4,0.8461538461538461,0.6133270833333334,0.48958333333333337,0.7395833333333334
aggregated_TopLeft_xy,QRS,Distance,qrs_Distance,not_equal,False,5000,False,Healthy,8,12,0.09065849041786486,0.017911920045050007,0.23824387542785289,1.8881289730407829,1.2250543363000796,2.6093605458324367,24.701364237050573,16.854283435905508,32.405521779886286,0.6215166666666666,0.4166666666666667,0.8333333333333334,0.8517,0.625,1.0,0.7178382683022652,0.5882352941176471,0.8275862068965517,0.7203729166666666,0.6458333333333334,0.7916666666666666
aggregated_TopLeft_xy,QRS,Compact,qrs_Compact,not_equal,False,5000,False,Healthy,8,12,0.5839655782586026,0.12854714643836448,0.9740605413146941,0.5826284094780041,-0.22397928691661698,1.5999082771556212,0.21266087552016816,0.09060821637972737,0.5402700365616397,0.6628,0.125,1.0,0.668575,0.25,1.0,0.6781147192979553,0.2222222222222222,0.8275862068965517,0.6069666666666667,0.4479166666666667,0.7291666666666666
aggregated_TopLeft_xy,QRS,Angle,qrs_Angle,not_equal,False,5000,False,Healthy,8,12,0.29096115555468666,0.05441163712225417,0.7632864281622739,1.1954473381972412,0.3062113524173968,2.069336456467949,77.41680664822508,-85.1263513826161,136.75302427652812,0.4654416666666667,0.3333333333333333,0.8333333333333334,0.9283666666666668,0.5,1.0,0.6082813485436456,0.5,0.7692307692307693,0.6192479166666667,0.53125,0.7083333333333334
aggregated_TopLeft_xy,ST,Area_Net,st_Area_Net,not_equal,False,5000,False,Healthy,8,12,0.5056757826276673,0.07280440433147752,0.9740709034532524,0.6002609165802254,-0.9026324138142368,1.9314635191173366,15.243091376482932,-0.559391279680823,73.05716383807922,0.6236,0.16666666666666666,1.0,0.6939666666666666,0.25,1.0,0.6336510996875415,0.2857142857142857,0.8333333333333334,0.5804875,0.4166666666666667,0.7708333333333333
aggregated_TopLeft_xy,ST,Area_Hull,st_Area_Hull,not_equal,False,5000,False,Healthy,8,12,0.5323538531617686,0.1069874882681533,0.9733392823344484,0.5871155010644019,-0.6734659501342138,1.7101476036582066,19.374668455051303,0.4628165680249273,92.92882966550492,0.6727166666666666,0.25,1.0,0.6838416666666666,0.25,1.0,0.6833773591380801,0.36363636363636365,0.8461538461538461,0.5908104166666667,0.4166666666666667,0.7604166666666667
aggregated_TopLeft_xy,ST,Solidity,st_Solidity,not_equal,False,5000,False,ACM,8,12,0.5913483207987468,0.09732608631694857,0.9819052219602056,-0.07125859909648581,-1.63678917846551,1.4522900062439585,0.5690276795903175,0.20447651628671396,0.9531139019498872,0.6594,0.25,1.0,0.6576916666666666,0.25,1.0,0.6283572260376987,0.36363636363636365,0.8275862068965517,0.5808354166666667,0.46875,0.7395833333333333
aggregated_TopLeft_xy,ST,Distance,st_Distance,not_equal,False,5000,False,Healthy,8,12,0.14450556299165915,0.0018565960258390614,0.7236725018091072,1.9630379497517074,0.3231827523477207,3.735226823870004,4.195084692007343,1.0461892645064512,8.219582808839444,0.6181166666666666,0.3333333333333333,0.9166666666666666,0.88235,0.5,1.0,0.7180998648854404,0.5,0.88,0.7083604166666667,0.5205729166666677,0.8854166666666666
