source,segment,feature,column_name,hypothesis_tested,outliers_removed,mc_iterations,significant_ttest (mean_p<0.05),roc_positive_class_for_metrics,n_ACM_initial,n_healthy_initial,p_value_mean,p_value_ui_lower,p_value_ui_upper,t_stat_mean,t_stat_ui_lower,t_stat_ui_upper,threshold_mean,threshold_ui_lower,threshold_ui_upper,sensitivity_mean,sensitivity_ui_lower,sensitivity_ui_upper,specificity_mean,specificity_ui_lower,specificity_ui_upper,f1_score_mean,f1_score_ui_lower,f1_score_ui_upper,auc_mean,auc_ui_lower,auc_ui_upper
C1_xy,T,Area,t_Area,not_equal,True,5000,True,Healthy,9,12,0.002689239920940162,0.0005399557379036472,0.008899330737760992,4.010452585660918,3.1615973421808317,4.797762370541223,7.060951641358601,3.1492375825639067,9.340048137553936,0.8759818181818182,0.75,0.9166666666666666,0.999186507936508,1.0,1.0,0.9327713284396763,0.8571428571428571,0.9565217391304348,0.9223916125541127,0.8333333333333334,0.9791666666666666
C1_xy,T,T-Dist,t_T-Dist,not_equal,True,5000,False,Healthy,9,12,0.07950594792355704,0.008198558640598349,0.40297296315906883,2.1779377353105063,0.8605718382817257,3.0892468552829895,9.335538921883453,5.8522961076626805,15.313531646992452,0.6092139898989899,0.36363636363636365,0.9,0.8958115873015875,0.5555555555555556,1.0,0.7101759502480609,0.5333333333333333,0.8461538461538461,0.7350739714606381,0.601851851851852,0.8484848484848485
C1_xy,T,Compact,t_Compact,not_equal,False,5000,False,Healthy,9,12,0.083795657988095,0.007221764916555569,0.3083344814293414,2.0474202175579306,1.049421334400414,3.087172083004126,0.1745725362838497,0.07405349450359093,0.39471777654003437,0.8634833333333332,0.5,1.0,0.6902,0.4444444444444444,1.0,0.8202954661526345,0.6666666666666666,0.8888888888888888,0.7706018518518518,0.6574074074074074,0.8796296296296298
C1_xy,T,Angle,t_Angle,not_equal,False,5000,False,ACM,9,12,0.0501009679322873,0.008136317770623428,0.15853585248534632,-2.2784571749548226,-3.0438622182915505,-1.4711533422627885,-50.51989736220056,-52.92137458972111,-49.24524398022296,0.996911111111111,1.0,1.0,0.69645,0.5833333333333334,0.8333333333333334,0.8315052680332934,0.782608695652174,0.9,0.7990574074074075,0.7037037037037037,0.8981481481481481
C1_xy,QRS,Area,qrs_Area,not_equal,True,5000,False,Healthy,9,12,0.06508282241170502,0.01754901384698025,0.23449587132427674,2.1768391014522575,1.245900052009189,2.7663091847422225,75.33370302220955,9.304090331962588,143.82751478914818,0.5155089393939394,0.36363636363636365,0.8181818181818182,0.9675373015873016,0.5555555555555556,1.0,0.664240009900995,0.5333333333333333,0.7692307692307693,0.7059961890732724,0.6,0.7916666666666666
C1_xy,QRS,T-Dist,qrs_T-Dist,not_equal,True,5000,False,Healthy,9,12,0.1319884543694244,0.007287995506314752,0.6665703808778516,1.8884337432703338,0.4240355765118489,3.0764488769791694,18.292449817497005,8.885823530633626,38.655668388950936,0.7651924747474748,0.3333333333333333,1.0,0.6830663492063491,0.3333333333333333,1.0,0.7433502968282831,0.5,0.8695652173913043,0.7078408517716851,0.5555555555555556,0.8409090909090909
C1_xy,QRS,Compact,qrs_Compact,not_equal,True,5000,False,ACM,9,12,0.5959885964394983,0.11500318017816516,0.9794978063185973,-0.26561940732916745,-1.608868187937174,1.2044901573601725,0.2654830017322951,0.037346664131763976,0.5412036304877993,0.5872732683982684,0.18181818181818182,1.0,0.7086736363636363,0.2222222222222222,1.0,0.5908929931757038,0.3076923076923077,0.7857142857142857,0.5675917036235368,0.46751082251082254,0.7045454545454546
C1_xy,QRS,Angle,qrs_Angle,not_equal,False,5000,False,ACM,9,12,0.31513044082848685,0.02226107054182378,0.906541355734364,-1.2134616846218005,-2.6020937563915543,0.08414692033871515,-46.052856419653075,-62.64548152846459,-18.10049422965575,0.8071777777777778,0.4444444444444444,1.0,0.6667444444444445,0.3333333333333333,0.9166666666666666,0.7127163123556632,0.5333333333333333,0.8181818181818182,0.7158,0.4444444444444445,0.8518518518518519
C1_xy,ST,Area,st_Area,not_equal,True,5000,False,Healthy,9,12,0.21843529946661874,0.008203055761801751,0.8949698722491276,1.6185366618120005,-0.5913887431161758,3.2060031900440515,13.929592458195742,0.40165055414893674,41.880988469519345,0.5503954761904761,0.2727272727272727,1.0,0.9181319769119769,0.4,1.0,0.665393175805773,0.42857142857142855,0.8461538461538461,0.6484894392708261,0.45454545454545453,0.8428571428571427
C1_xy,ST,T-Dist,st_T-Dist,not_equal,True,5000,False,Healthy,9,12,0.30827156087962415,0.006287933169558708,0.9445484281302541,1.2225420116689916,-1.0496277084370746,3.1851193773116693,3.5677189595248366,-0.3455342237535064,8.247979762231273,0.5787643506493507,0.25,1.0,0.8367226262626264,0.2853896103896118,1.0,0.6516863000372598,0.4,0.8571428571428571,0.642162214566298,0.4727272727272727,0.8413029100529097
